creative_id,campaign_id,creative_name,format,bitrate_kbps,duration_sec
CR-000429,CMP-143,CMP-143 Creative 3,Live,5821,15
CR-000430,CMP-144,CMP-144 Creative 1,VOD,11551,30
CR-000431,CMP-144,CMP-144 Creative 2,Live,6842,60
CR-000432,CMP-144,CMP-144 Creative 3,VOD,11817,60
CR-000433,CMP-145,CMP-145 Creative 1,Live,9245,15
CR-000434,CMP-145,CMP-145 Creative 2,VOD,11973,60
CR-000435,CMP-145,CMP-145 Creative 3,Live,11120,60
CR-000436,CMP-146,CMP-146 Creative 1,VOD,12035,60
CR-000437,CMP-146,CMP-146 Creative 2,Live,5433,15
CR-000438,CMP-146,CMP-146 Creative 3,VOD,5729,30
CR-000439,CMP-147,CMP-147 Creative 1,Live,9604,60
CR-000440,CMP-147,CMP-147 Creative 2,VOD,6398,60
CR-000441,CMP-147,CMP-147 Creative 3,Live,13010,60
CR-000442,CMP-148,CMP-148 Creative 1,VOD,10594,15
CR-000443,CMP-148,CMP-148 Creative 2,Live,5666,15
CR-000444,CMP-148,CMP-148 Creative 3,VOD,10844,30
CR-000445,CMP-149,CMP-149 Creative 1,Live,11744,30
CR-000446,CMP-149,CMP-149 Creative 2,VOD,14084,30
CR-000447,CMP-149,CMP-149 Creative 3,Live,10478,60
CR-000448,CMP-150,CMP-150 Creative 1,VOD,10021,60
CR-000449,CMP-150,CMP-150 Creative 2,Live,11404,15
CR-000450,CMP-150,CMP-150 Creative 3,VOD,14243,30
CR-000451,CMP-151,CMP-151 Creative 1,Live,13188,15
CR-000452,CMP-151,CMP-151 Creative 2,VOD,9097,60
CR-000453,CMP-151,CMP-151 Creative 3,Live,6731,15
CR-000454,CMP-152,CMP-152 Creative 1,VOD,7318,30
CR-000455,CMP-152,CMP-152 Creative 2,Live,13555,30
CR-000456,CMP-152,CMP-152 Creative 3,VOD,8266,60
CR-000457,CMP-153,CMP-153 Creative 1,Live,6874,15
CR-000458,CMP-153,CMP-153 Creative 2,VOD,11647,15
CR-000459,CMP-153,CMP-153 Creative 3,Live,9427,30
CR-000460,CMP-154,CMP-154 Creative 1,VOD,11655,60
CR-000461,CMP-154,CMP-154 Creative 2,Live,13809,30
CR-000462,CMP-154,CMP-154 Creative 3,VOD,5332,30
CR-000463,CMP-155,CMP-155 Creative 1,Live,5984,60
CR-000464,CMP-155,CMP-155 Creative 2,VOD,6896,30
CR-000465,CMP-155,CMP-155 Creative 3,Live,13384,30
CR-000466,CMP-156,CMP-156 Creative 1,VOD,6396,60
CR-000467,CMP-156,CMP-156 Creative 2,Live,7974,30
CR-000468,CMP-156,CMP-156 Creative 3,VOD,6045,30
CR-000469,CMP-157,CMP-157 Creative 1,Live,12619,30
CR-000470,CMP-157,CMP-157 Creative 2,VOD,8988,60
CR-000471,CMP-157,CMP-157 Creative 3,Live,5518,15
CR-000472,CMP-158,CMP-158 Creative 1,VOD,7956,30
CR-000473,CMP-158,CMP-158 Creative 2,Live,5900,30
CR-000474,CMP-158,CMP-158 Creative 3,VOD,13204,15
CR-000475,CMP-159,CMP-159 Creative 1,Live,9353,15
CR-000476,CMP-159,CMP-159 Creative 2,VOD,5585,15
CR-000477,CMP-159,CMP-159 Creative 3,Live,7845,30
CR-000478,CMP-160,CMP-160 Creative 1,VOD,6361,60
CR-000479,CMP-160,CMP-160 Creative 2,Live,7397,30
CR-000480,CMP-160,CMP-160 Creative 3,VOD,7687,30
CR-000481,CMP-161,CMP-161 Creative 1,Live,8826,60
CR-000482,CMP-161,CMP-161 Creative 2,VOD,7794,60
CR-000483,CMP-161,CMP-161 Creative 3,Live,13510,60
CR-000484,CMP-162,CMP-162 Creative 1,VOD,11432,60
CR-000485,CMP-162,CMP-162 Creative 2,Live,13690,30
CR-000486,CMP-162,CMP-162 Creative 3,VOD,12681,15
CR-000487,CMP-163,CMP-163 Creative 1,Live,8854,60
CR-000488,CMP-163,CMP-163 Creative 2,VOD,11348,30
CR-000489,CMP-163,CMP-163 Creative 3,Live,7138,60
CR-000490,CMP-164,CMP-164 Creative 1,VOD,12846,15
CR-000491,CMP-164,CMP-164 Creative 2,Live,11002,30
CR-000492,CMP-164,CMP-164 Creative 3,VOD,10164,30
CR-000493,CMP-165,CMP-165 Creative 1,Live,9502,15
CR-000494,CMP-165,CMP-165 Creative 2,VOD,13736,15
CR-000495,CMP-165,CMP-165 Creative 3,Live,10540,15
CR-000496,CMP-166,CMP-166 Creative 1,VOD,13125,15
CR-000497,CMP-166,CMP-166 Creative 2,Live,7857,60
CR-000498,CMP-166,CMP-166 Creative 3,VOD,7360,15
CR-000499,CMP-167,CMP-167 Creative 1,Live,14459,15
CR-000500,CMP-167,CMP-167 Creative 2,VOD,6897,15
CR-000501,CMP-167,CMP-167 Creative 3,Live,6158,30
CR-000502,CMP-168,CMP-168 Creative 1,VOD,5650,60
CR-000503,CMP-168,CMP-168 Creative 2,Live,5790,60
CR-000504,CMP-168,CMP-168 Creative 3,VOD,10830,30
CR-000505,CMP-169,CMP-169 Creative 1,Live,9315,60
CR-000506,CMP-169,CMP-169 Creative 2,VOD,12947,15
CR-000507,CMP-169,CMP-169 Creative 3,Live,14425,30
CR-000508,CMP-170,CMP-170 Creative 1,VOD,11835,60
CR-000509,CMP-170,CMP-170 Creative 2,Live,8249,15
CR-000510,CMP-170,CMP-170 Creative 3,VOD,9378,60
CR-000511,CMP-171,CMP-171 Creative 1,Live,14010,30
CR-000512,CMP-171,CMP-171 Creative 2,VOD,5062,60
CR-000513,CMP-171,CMP-171 Creative 3,Live,8441,30
CR-000514,CMP-172,CMP-172 Creative 1,VOD,7866,15
CR-000515,CMP-172,CMP-172 Creative 2,Live,5418,30
CR-000516,CMP-172,CMP-172 Creative 3,VOD,5307,30
CR-000517,CMP-173,CMP-173 Creative 1,Live,9956,15
CR-000518,CMP-173,CMP-173 Creative 2,VOD,13683,30
CR-000519,CMP-173,CMP-173 Creative 3,Live,8709,30
CR-000520,CMP-174,CMP-174 Creative 1,VOD,7766,60
CR-000521,CMP-174,CMP-174 Creative 2,Live,9824,30
CR-000522,CMP-174,CMP-174 Creative 3,VOD,8434,15
CR-000523,CMP-175,CMP-175 Creative 1,Live,7773,15
CR-000524,CMP-175,CMP-175 Creative 2,VOD,7404,30
CR-000525,CMP-175,CMP-175 Creative 3,Live,12898,60
CR-000526,CMP-176,CMP-176 Creative 1,VOD,7888,30
CR-000527,CMP-176,CMP-176 Creative 2,Live,7870,30
CR-000528,CMP-176,CMP-176 Creative 3,VOD,5768,15
CR-000529,CMP-177,CMP-177 Creative 1,Live,6396,30
CR-000530,CMP-177,CMP-177 Creative 2,VOD,12777,60
CR-000531,CMP-177,CMP-177 Creative 3,Live,9521,30
CR-000532,CMP-178,CMP-178 Creative 1,VOD,11959,30
CR-000533,CMP-178,CMP-178 Creative 2,Live,6664,15
CR-000534,CMP-178,CMP-178 Creative 3,VOD,8014,60
CR-000535,CMP-179,CMP-179 Creative 1,Live,7584,30
CR-000536,CMP-179,CMP-179 Creative 2,VOD,13022,60
CR-000537,CMP-179,CMP-179 Creative 3,Live,5955,60
CR-000538,CMP-180,CMP-180 Creative 1,VOD,6394,30
CR-000539,CMP-180,CMP-180 Creative 2,Live,8691,30
CR-000540,CMP-180,CMP-180 Creative 3,VOD,7878,15
CR-000541,CMP-181,CMP-181 Creative 1,Live,13200,30
CR-000542,CMP-181,CMP-181 Creative 2,VOD,6628,30
CR-000543,CMP-181,CMP-181 Creative 3,Live,10285,30
CR-000544,CMP-182,CMP-182 Creative 1,VOD,13445,60
CR-000545,CMP-182,CMP-182 Creative 2,Live,12025,15
CR-000546,CMP-182,CMP-182 Creative 3,VOD,13774,15
CR-000547,CMP-183,CMP-183 Creative 1,Live,7451,60
CR-000548,CMP-183,CMP-183 Creative 2,VOD,7863,60
CR-000549,CMP-183,CMP-183 Creative 3,Live,7647,15
CR-000550,CMP-184,CMP-184 Creative 1,VOD,8069,60
CR-000551,CMP-184,CMP-184 Creative 2,Live,9429,30
CR-000552,CMP-184,CMP-184 Creative 3,VOD,11883,30
CR-000553,CMP-185,CMP-185 Creative 1,Live,5051,30
CR-000554,CMP-185,CMP-185 Creative 2,VOD,9250,15
CR-000555,CMP-185,CMP-185 Creative 3,Live,9302,30
CR-000556,CMP-186,CMP-186 Creative 1,VOD,7435,30
CR-000557,CMP-186,CMP-186 Creative 2,Live,9092,15
CR-000558,CMP-186,CMP-186 Creative 3,VOD,7821,15
CR-000559,CMP-187,CMP-187 Creative 1,Live,6874,60
CR-000560,CMP-187,CMP-187 Creative 2,VOD,9939,60
CR-000561,CMP-187,CMP-187 Creative 3,Live,6786,15
CR-000562,CMP-188,CMP-188 Creative 1,VOD,9474,15
CR-000563,CMP-188,CMP-188 Creative 2,Live,7626,60
CR-000564,CMP-188,CMP-188 Creative 3,VOD,6505,30
CR-000565,CMP-189,CMP-189 Creative 1,Live,9564,30
CR-000566,CMP-189,CMP-189 Creative 2,VOD,11486,30
CR-000567,CMP-189,CMP-189 Creative 3,Live,8162,60
CR-000568,CMP-190,CMP-190 Creative 1,VOD,8077,60
CR-000569,CMP-190,CMP-190 Creative 2,Live,13697,15
CR-000570,CMP-190,CMP-190 Creative 3,VOD,8383,60
CR-000571,CMP-191,CMP-191 Creative 1,Live,7642,60
CR-000572,CMP-191,CMP-191 Creative 2,VOD,8592,30
CR-000573,CMP-191,CMP-191 Creative 3,Live,12797,30
CR-000574,CMP-192,CMP-192 Creative 1,VOD,13216,30
CR-000575,CMP-192,CMP-192 Creative 2,Live,5809,15
CR-000576,CMP-192,CMP-192 Creative 3,VOD,7863,15
CR-000577,CMP-193,CMP-193 Creative 1,Live,13227,15
CR-000578,CMP-193,CMP-193 Creative 2,VOD,7292,15
CR-000579,CMP-193,CMP-193 Creative 3,Live,13280,30
CR-000580,CMP-194,CMP-194 Creative 1,VOD,14071,15
CR-000581,CMP-194,CMP-194 Creative 2,Live,12494,60
CR-000582,CMP-194,CMP-194 Creative 3,VOD,8458,15
CR-000583,CMP-195,CMP-195 Creative 1,Live,9171,30
CR-000584,CMP-195,CMP-195 Creative 2,VOD,10298,15
CR-000585,CMP-195,CMP-195 Creative 3,Live,8720,60
CR-000586,CMP-196,CMP-196 Creative 1,VOD,5647,15
CR-000587,CMP-196,CMP-196 Creative 2,Live,10609,60
CR-000588,CMP-196,CMP-196 Creative 3,VOD,5206,60
CR-000589,CMP-197,CMP-197 Creative 1,Live,10588,30
CR-000590,CMP-197,CMP-197 Creative 2,VOD,9455,30
CR-000591,CMP-197,CMP-197 Creative 3,Live,5731,60
CR-000592,CMP-198,CMP-198 Creative 1,VOD,10009,30
CR-000593,CMP-198,CMP-198 Creative 2,Live,9110,15
CR-000594,CMP-198,CMP-198 Creative 3,VOD,8496,60
CR-000595,CMP-199,CMP-199 Creative 1,Live,8877,60
CR-000596,CMP-199,CMP-199 Creative 2,VOD,5448,60
CR-000597,CMP-199,CMP-199 Creative 3,Live,10080,15
CR-000598,CMP-200,CMP-200 Creative 1,VOD,12109,30
CR-000599,CMP-200,CMP-200 Creative 2,Live,10081,15
CR-000600,CMP-200,CMP-200 Creative 3,VOD,8497,15
CR-000601,CMP-201,CMP-201 Creative 1,Live,5207,30
CR-000602,CMP-201,CMP-201 Creative 2,VOD,12023,30
CR-000603,CMP-201,CMP-201 Creative 3,Live,9063,30
CR-000604,CMP-202,CMP-202 Creative 1,VOD,9214,30
CR-000605,CMP-202,CMP-202 Creative 2,Live,5803,30
CR-000606,CMP-202,CMP-202 Creative 3,VOD,13652,60
CR-000607,CMP-203,CMP-203 Creative 1,Live,14285,60
CR-000608,CMP-203,CMP-203 Creative 2,VOD,11761,15
CR-000609,CMP-203,CMP-203 Creative 3,Live,12856,60
CR-000610,CMP-204,CMP-204 Creative 1,VOD,9325,15
CR-000611,CMP-204,CMP-204 Creative 2,Live,9354,15
CR-000612,CMP-204,CMP-204 Creative 3,VOD,9643,30
CR-000613,CMP-205,CMP-205 Creative 1,Live,5851,30
CR-000614,CMP-205,CMP-205 Creative 2,VOD,11051,30
CR-000615,CMP-205,CMP-205 Creative 3,Live,7284,30
CR-000616,CMP-206,CMP-206 Creative 1,VOD,13221,15
CR-000617,CMP-206,CMP-206 Creative 2,Live,13123,15
CR-000618,CMP-206,CMP-206 Creative 3,VOD,10696,15
CR-000619,CMP-207,CMP-207 Creative 1,Live,6749,30
CR-000620,CMP-207,CMP-207 Creative 2,VOD,6555,30
CR-000621,CMP-207,CMP-207 Creative 3,Live,10298,60
CR-000622,CMP-208,CMP-208 Creative 1,VOD,6962,15
CR-000623,CMP-208,CMP-208 Creative 2,Live,10533,15
CR-000624,CMP-208,CMP-208 Creative 3,VOD,12052,15
CR-000625,CMP-209,CMP-209 Creative 1,Live,7762,15
CR-000626,CMP-209,CMP-209 Creative 2,VOD,8591,15
CR-000627,CMP-209,CMP-209 Creative 3,Live,6650,15
CR-000628,CMP-210,CMP-210 Creative 1,VOD,6769,30
CR-000629,CMP-210,CMP-210 Creative 2,Live,10767,30
CR-000630,CMP-210,CMP-210 Creative 3,VOD,9989,30
CR-000631,CMP-211,CMP-211 Creative 1,Live,14454,60
CR-000632,CMP-211,CMP-211 Creative 2,VOD,12940,15
CR-000633,CMP-211,CMP-211 Creative 3,Live,13829,15
CR-000634,CMP-212,CMP-212 Creative 1,VOD,12124,30
CR-000635,CMP-212,CMP-212 Creative 2,Live,12299,15
CR-000636,CMP-212,CMP-212 Creative 3,VOD,8617,15
CR-000637,CMP-213,CMP-213 Creative 1,Live,14028,30
CR-000638,CMP-213,CMP-213 Creative 2,VOD,9151,15
CR-000639,CMP-213,CMP-213 Creative 3,Live,7707,60
CR-000640,CMP-214,CMP-214 Creative 1,VOD,13353,30
CR-000641,CMP-214,CMP-214 Creative 2,Live,9224,30
CR-000642,CMP-214,CMP-214 Creative 3,VOD,11224,30
CR-000643,CMP-215,CMP-215 Creative 1,Live,8877,30
CR-000644,CMP-215,CMP-215 Creative 2,VOD,5079,30
CR-000645,CMP-215,CMP-215 Creative 3,Live,5177,15
CR-000646,CMP-216,CMP-216 Creative 1,VOD,11269,15
CR-000647,CMP-216,CMP-216 Creative 2,Live,5001,15
CR-000648,CMP-216,CMP-216 Creative 3,VOD,8363,60
CR-000649,CMP-217,CMP-217 Creative 1,Live,6765,30
CR-000650,CMP-217,CMP-217 Creative 2,VOD,6652,15
CR-000651,CMP-217,CMP-217 Creative 3,Live,8948,15
CR-000652,CMP-218,CMP-218 Creative 1,VOD,10648,15
CR-000653,CMP-218,CMP-218 Creative 2,Live,6160,60
CR-000654,CMP-218,CMP-218 Creative 3,VOD,12680,60
CR-000655,CMP-219,CMP-219 Creative 1,Live,8898,60
CR-000656,CMP-219,CMP-219 Creative 2,VOD,7497,30
CR-000657,CMP-219,CMP-219 Creative 3,Live,9092,15
CR-000658,CMP-220,CMP-220 Creative 1,VOD,11625,60
CR-000659,CMP-220,CMP-220 Creative 2,Live,12428,60
CR-000660,CMP-220,CMP-220 Creative 3,VOD,11440,60
CR-000661,CMP-221,CMP-221 Creative 1,Live,10094,60
CR-000662,CMP-221,CMP-221 Creative 2,VOD,5950,30
CR-000663,CMP-221,CMP-221 Creative 3,Live,11545,60
CR-000664,CMP-222,CMP-222 Creative 1,VOD,6233,15
CR-000665,CMP-222,CMP-222 Creative 2,Live,10057,15
CR-000666,CMP-222,CMP-222 Creative 3,VOD,5378,30
CR-000667,CMP-223,CMP-223 Creative 1,Live,12171,60
CR-000668,CMP-223,CMP-223 Creative 2,VOD,14469,30
CR-000669,CMP-223,CMP-223 Creative 3,Live,7026,60
CR-000670,CMP-224,CMP-224 Creative 1,VOD,11173,30
CR-000671,CMP-224,CMP-224 Creative 2,Live,10251,30
CR-000672,CMP-224,CMP-224 Creative 3,VOD,7126,60
CR-000673,CMP-225,CMP-225 Creative 1,Live,10703,30
CR-000674,CMP-225,CMP-225 Creative 2,VOD,12830,30
CR-000675,CMP-225,CMP-225 Creative 3,Live,12153,60
CR-000676,CMP-226,CMP-226 Creative 1,VOD,13143,30
CR-000677,CMP-226,CMP-226 Creative 2,Live,11224,15
CR-000678,CMP-226,CMP-226 Creative 3,VOD,9561,30
CR-000679,CMP-227,CMP-227 Creative 1,Live,13293,60
CR-000680,CMP-227,CMP-227 Creative 2,VOD,6992,15
CR-000681,CMP-227,CMP-227 Creative 3,Live,7783,60
CR-000682,CMP-228,CMP-228 Creative 1,VOD,8336,60
CR-000683,CMP-228,CMP-228 Creative 2,Live,8605,30
CR-000684,CMP-228,CMP-228 Creative 3,VOD,6234,60
CR-000685,CMP-229,CMP-229 Creative 1,Live,13837,60
CR-000686,CMP-229,CMP-229 Creative 2,VOD,11902,15
CR-000687,CMP-229,CMP-229 Creative 3,Live,11139,30
CR-000688,CMP-230,CMP-230 Creative 1,VOD,9670,30
CR-000689,CMP-230,CMP-230 Creative 2,Live,9172,30
CR-000690,CMP-230,CMP-230 Creative 3,VOD,8210,15
CR-000691,CMP-231,CMP-231 Creative 1,Live,7855,60
CR-000692,CMP-231,CMP-231 Creative 2,VOD,9837,60
CR-000693,CMP-231,CMP-231 Creative 3,Live,8638,60
CR-000694,CMP-232,CMP-232 Creative 1,VOD,5450,15
CR-000695,CMP-232,CMP-232 Creative 2,Live,5847,30
CR-000696,CMP-232,CMP-232 Creative 3,VOD,10022,15
CR-000697,CMP-233,CMP-233 Creative 1,Live,13115,15
CR-000698,CMP-233,CMP-233 Creative 2,VOD,10795,30
CR-000699,CMP-233,CMP-233 Creative 3,Live,7623,15
CR-000700,CMP-234,CMP-234 Creative 1,VOD,12738,15
CR-000701,CMP-234,CMP-234 Creative 2,Live,5461,15
CR-000702,CMP-234,CMP-234 Creative 3,VOD,8549,30
CR-000703,CMP-235,CMP-235 Creative 1,Live,7794,30
CR-000704,CMP-235,CMP-235 Creative 2,VOD,5030,15
CR-000705,CMP-235,CMP-235 Creative 3,Live,5624,60
CR-000706,CMP-236,CMP-236 Creative 1,VOD,10067,30
CR-000707,CMP-236,CMP-236 Creative 2,Live,6193,60
CR-000708,CMP-236,CMP-236 Creative 3,VOD,13641,30
CR-000709,CMP-237,CMP-237 Creative 1,Live,11831,60
CR-000710,CMP-237,CMP-237 Creative 2,VOD,10057,15
CR-000711,CMP-237,CMP-237 Creative 3,Live,10130,30
CR-000712,CMP-238,CMP-238 Creative 1,VOD,8242,60
CR-000713,CMP-238,CMP-238 Creative 2,Live,11771,60
CR-000714,CMP-238,CMP-238 Creative 3,VOD,8277,30
CR-000715,CMP-239,CMP-239 Creative 1,Live,10065,60
CR-000716,CMP-239,CMP-239 Creative 2,VOD,8023,30
CR-000717,CMP-239,CMP-239 Creative 3,Live,9887,15
CR-000718,CMP-240,CMP-240 Creative 1,VOD,13549,60
CR-000719,CMP-240,CMP-240 Creative 2,Live,11638,15
CR-000720,CMP-240,CMP-240 Creative 3,VOD,6743,60
CR-000721,CMP-241,CMP-241 Creative 1,Live,10139,30
CR-000722,CMP-241,CMP-241 Creative 2,VOD,12714,30
CR-000723,CMP-241,CMP-241 Creative 3,Live,6612,15
CR-000724,CMP-242,CMP-242 Creative 1,VOD,13125,60
CR-000725,CMP-242,CMP-242 Creative 2,Live,9917,30
CR-000726,CMP-242,CMP-242 Creative 3,VOD,7495,15
CR-000727,CMP-243,CMP-243 Creative 1,Live,6878,15
CR-000728,CMP-243,CMP-243 Creative 2,VOD,7608,15
CR-000729,CMP-243,CMP-243 Creative 3,Live,13399,30
CR-000730,CMP-244,CMP-244 Creative 1,VOD,13812,60
CR-000731,CMP-244,CMP-244 Creative 2,Live,13635,60
CR-000732,CMP-244,CMP-244 Creative 3,VOD,10751,15
CR-000733,CMP-245,CMP-245 Creative 1,Live,5389,60
CR-000734,CMP-245,CMP-245 Creative 2,VOD,13791,15
CR-000735,CMP-245,CMP-245 Creative 3,Live,13976,15
CR-000736,CMP-246,CMP-246 Creative 1,VOD,7452,30
CR-000737,CMP-246,CMP-246 Creative 2,Live,14365,30
CR-000738,CMP-246,CMP-246 Creative 3,VOD,13907,60
CR-000739,CMP-247,CMP-247 Creative 1,Live,8925,60
CR-000740,CMP-247,CMP-247 Creative 2,VOD,10137,30
CR-000741,CMP-247,CMP-247 Creative 3,Live,14433,15
CR-000742,CMP-248,CMP-248 Creative 1,VOD,9952,30
CR-000743,CMP-248,CMP-248 Creative 2,Live,11119,15
CR-000744,CMP-248,CMP-248 Creative 3,VOD,10434,60
CR-000745,CMP-249,CMP-249 Creative 1,Live,8301,15
CR-000746,CMP-249,CMP-249 Creative 2,VOD,9117,15
CR-000747,CMP-249,CMP-249 Creative 3,Live,12111,15
CR-000748,CMP-250,CMP-250 Creative 1,VOD,6150,60
CR-000749,CMP-250,CMP-250 Creative 2,Live,10011,60
CR-000750,CMP-250,CMP-250 Creative 3,VOD,12746,30
CR-000751,CMP-251,CMP-251 Creative 1,Live,13805,30
CR-000752,CMP-251,CMP-251 Creative 2,VOD,7703,30
CR-000753,CMP-251,CMP-251 Creative 3,Live,6079,30
CR-000754,CMP-252,CMP-252 Creative 1,VOD,13499,60
CR-000755,CMP-252,CMP-252 Creative 2,Live,6324,60
CR-000756,CMP-252,CMP-252 Creative 3,VOD,14161,15
CR-000757,CMP-253,CMP-253 Creative 1,Live,5090,60
CR-000758,CMP-253,CMP-253 Creative 2,VOD,11511,15
CR-000759,CMP-253,CMP-253 Creative 3,Live,13036,60
CR-000760,CMP-254,CMP-254 Creative 1,VOD,13070,15
CR-000761,CMP-254,CMP-254 Creative 2,Live,6495,30
CR-000762,CMP-254,CMP-254 Creative 3,VOD,7203,60
CR-000763,CMP-255,CMP-255 Creative 1,Live,9979,15
CR-000764,CMP-255,CMP-255 Creative 2,VOD,11050,30
CR-000765,CMP-255,CMP-255 Creative 3,Live,9148,60
CR-000766,CMP-256,CMP-256 Creative 1,VOD,8685,15
CR-000767,CMP-256,CMP-256 Creative 2,Live,11000,30
CR-000768,CMP-256,CMP-256 Creative 3,VOD,10675,30
CR-000769,CMP-257,CMP-257 Creative 1,Live,17008,15
CR-000770,CMP-257,CMP-257 Creative 2,VOD,12579,15
CR-000771,CMP-257,CMP-257 Creative 3,Live,8202,30
CR-000772,CMP-258,CMP-258 Creative 1,VOD,9187,30
CR-000773,CMP-258,CMP-258 Creative 2,Live,7229,30
CR-000774,CMP-258,CMP-258 Creative 3,VOD,5906,15
CR-000775,CMP-259,CMP-259 Creative 1,Live,8673,15
CR-000776,CMP-259,CMP-259 Creative 2,VOD,10552,60
CR-000777,CMP-259,CMP-259 Creative 3,Live,8258,60
CR-000778,CMP-260,CMP-260 Creative 1,VOD,10447,15
CR-000779,CMP-260,CMP-260 Creative 2,Live,10262,15
CR-000780,CMP-260,CMP-260 Creative 3,VOD,9124,60
CR-000781,CMP-261,CMP-261 Creative 1,Live,7211,60
CR-000782,CMP-261,CMP-261 Creative 2,VOD,11973,30
CR-000783,CMP-261,CMP-261 Creative 3,Live,11218,30
CR-000784,CMP-262,CMP-262 Creative 1,VOD,7703,60
CR-000785,CMP-262,CMP-262 Creative 2,Live,14053,60
CR-000786,CMP-262,CMP-262 Creative 3,VOD,10083,15
CR-000787,CMP-263,CMP-263 Creative 1,Live,13773,60
CR-000788,CMP-263,CMP-263 Creative 2,VOD,12864,15
CR-000789,CMP-263,CMP-263 Creative 3,Live,9060,60
CR-000790,CMP-264,CMP-264 Creative 1,VOD,8086,30
CR-000791,CMP-264,CMP-264 Creative 2,Live,11931,15
CR-000792,CMP-264,CMP-264 Creative 3,VOD,5203,15
CR-000793,CMP-265,CMP-265 Creative 1,Live,7338,60
CR-000794,CMP-265,CMP-265 Creative 2,VOD,7764,60
CR-000795,CMP-265,CMP-265 Creative 3,Live,5561,15
CR-000796,CMP-266,CMP-266 Creative 1,VOD,7523,60
CR-000797,CMP-266,CMP-266 Creative 2,Live,12900,60
CR-000798,CMP-266,CMP-266 Creative 3,VOD,6317,30
CR-000799,CMP-267,CMP-267 Creative 1,Live,9904,30
CR-000800,CMP-267,CMP-267 Creative 2,VOD,13592,30
CR-000801,CMP-267,CMP-267 Creative 3,Live,5892,60
CR-000802,CMP-268,CMP-268 Creative 1,VOD,9802,15
CR-000803,CMP-268,CMP-268 Creative 2,Live,6484,15
CR-000804,CMP-268,CMP-268 Creative 3,VOD,8116,30
CR-000805,CMP-269,CMP-269 Creative 1,Live,12611,60
CR-000806,CMP-269,CMP-269 Creative 2,VOD,10954,60
CR-000807,CMP-269,CMP-269 Creative 3,Live,12750,15
CR-000808,CMP-270,CMP-270 Creative 1,VOD,7348,60
CR-000809,CMP-270,CMP-270 Creative 2,Live,12601,15
CR-000810,CMP-270,CMP-270 Creative 3,VOD,5396,15
CR-000811,CMP-271,CMP-271 Creative 1,Live,6806,60
CR-000812,CMP-271,CMP-271 Creative 2,VOD,12391,15
CR-000813,CMP-271,CMP-271 Creative 3,Live,10482,60
CR-000814,CMP-272,CMP-272 Creative 1,VOD,9781,60
CR-000815,CMP-272,CMP-272 Creative 2,Live,11691,60
CR-000816,CMP-272,CMP-272 Creative 3,VOD,8183,30
CR-000817,CMP-273,CMP-273 Creative 1,Live,5746,30
CR-000818,CMP-273,CMP-273 Creative 2,VOD,5205,60
CR-000819,CMP-273,CMP-273 Creative 3,Live,11716,15
CR-000820,CMP-274,CMP-274 Creative 1,VOD,13703,30
CR-000821,CMP-274,CMP-274 Creative 2,Live,7369,30
CR-000822,CMP-274,CMP-274 Creative 3,VOD,7124,30
CR-000823,CMP-275,CMP-275 Creative 1,Live,5494,30
CR-000824,CMP-275,CMP-275 Creative 2,VOD,13832,30
CR-000825,CMP-275,CMP-275 Creative 3,Live,8882,60
CR-000826,CMP-276,CMP-276 Creative 1,VOD,5139,15
CR-000827,CMP-276,CMP-276 Creative 2,Live,13078,30
CR-000828,CMP-276,CMP-276 Creative 3,VOD,13956,30
CR-000829,CMP-277,CMP-277 Creative 1,Live,10463,15
CR-000830,CMP-277,CMP-277 Creative 2,VOD,14082,15
CR-000831,CMP-277,CMP-277 Creative 3,Live,5205,30
CR-000832,CMP-278,CMP-278 Creative 1,VOD,14408,60
CR-000833,CMP-278,CMP-278 Creative 2,Live,6317,15
CR-000834,CMP-278,CMP-278 Creative 3,VOD,9698,15
CR-000835,CMP-279,CMP-279 Creative 1,Live,13059,15
CR-000836,CMP-279,CMP-279 Creative 2,VOD,9047,15
CR-000837,CMP-279,CMP-279 Creative 3,Live,8565,30
CR-000838,CMP-280,CMP-280 Creative 1,VOD,7403,30
CR-000839,CMP-280,CMP-280 Creative 2,Live,8712,15
CR-000840,CMP-280,CMP-280 Creative 3,VOD,12973,60
CR-000841,CMP-281,CMP-281 Creative 1,Live,11354,15
CR-000842,CMP-281,CMP-281 Creative 2,VOD,8104,15
CR-000843,CMP-281,CMP-281 Creative 3,Live,14176,60
CR-000844,CMP-282,CMP-282 Creative 1,VOD,10776,30
CR-000845,CMP-282,CMP-282 Creative 2,Live,11446,15
CR-000846,CMP-282,CMP-282 Creative 3,VOD,8181,30
CR-000847,CMP-283,CMP-283 Creative 1,Live,11020,30
CR-000848,CMP-283,CMP-283 Creative 2,VOD,13160,60
CR-000849,CMP-283,CMP-283 Creative 3,Live,14474,30
CR-000850,CMP-284,CMP-284 Creative 1,VOD,5004,15
CR-000851,CMP-284,CMP-284 Creative 2,Live,13909,30
CR-000852,CMP-284,CMP-284 Creative 3,VOD,7442,30
CR-000853,CMP-285,CMP-285 Creative 1,Live,6412,15
CR-000854,CMP-285,CMP-285 Creative 2,VOD,7448,30
CR-000855,CMP-285,CMP-285 Creative 3,Live,13312,15
CR-000856,CMP-286,CMP-286 Creative 1,VOD,9921,15
CR-000857,CMP-286,CMP-286 Creative 2,Live,12599,60
